date;heure;PM25;PM10;O3;NO2;CO
03/03/2013;6;45;62;36;28;400
03/03/2013;7;44;59;21;40;400
03/03/2013;8;48;66;21;38;500
03/03/2013;9;52;71;26;33;500
03/03/2013;10;56;74;32;32;500
03/03/2013;11;51;71;41;28;500
03/03/2013;12;52;63;48;28;500
03/03/2013;13;53;66;51;31;500
03/03/2013;14;55;72;57;29;500
03/03/2013;15;57;73;58;33;500
03/03/2013;16;56;72;56;35;500
03/03/2013;17;54;70;50;40;500
03/03/2013;18;51;64;43;47;600
03/03/2013;19;51;66;30;52;700
03/03/2013;20;54;68;32;49;600
03/03/2013;21;50;65;28;48;700
03/03/2013;22;50;64;28;45;600
03/03/2013;23;50;64;25;46;600
03/03/2013;24;50;64;19;49;600
04/03/2013;1;49;61;23;42;500
04/03/2013;2;48;59;18;46;500
04/03/2013;3;41;57;19;43;500
04/03/2013;4;42;55;23;39;600
04/03/2013;5;43;54;23;36;500
04/03/2013;6;42;n/d;8;49;500
04/03/2013;7;46;n/d;2;60;600
04/03/2013;8;50;63;7;58;600
04/03/2013;9;50;70;14;52;600
04/03/2013;10;50;66;26;40;500
04/03/2013;11;47;67;30;40;500
04/03/2013;12;51;68;35;42;500
04/03/2013;13;50;66;37;48;500
04/03/2013;14;47;63;48;40;400
04/03/2013;15;42;58;51;39;400
04/03/2013;16;41;56;55;38;500
04/03/2013;17;42;57;44;51;500
04/03/2013;18;45;61;29;68;700
04/03/2013;19;48;63;10;91;800
04/03/2013;20;51;69;8;94;900
04/03/2013;21;53;72;9;94;800
04/03/2013;22;47;62;20;73;500
04/03/2013;23;37;51;26;63;500
04/03/2013;24;36;49;15;79;500
05/03/2013;1;38;50;38;53;400
05/03/2013;2;38;50;50;38;400
05/03/2013;3;37;50;43;46;400
05/03/2013;4;37;48;37;52;400
05/03/2013;5;32;45;28;61;300
05/03/2013;6;31;47;4;93;400
05/03/2013;7;33;57;3;101;500
05/03/2013;8;32;55;6;95;600
05/03/2013;9;33;64;11;89;600
05/03/2013;10;33;65;16;81;500
05/03/2013;11;33;63;18;82;400
05/03/2013;12;29;52;21;75;400
05/03/2013;13;30;49;25;60;400
05/03/2013;14;30;48;16;71;400
05/03/2013;15;27;47;16;58;400
05/03/2013;16;28;44;53;55;400
05/03/2013;17;18;33;53;56;400
05/03/2013;18;17;30;20;94;600
05/03/2013;19;18;36;7;110;700
05/03/2013;20;22;39;19;87;500
05/03/2013;21;20;31;27;72;400
05/03/2013;22;21;31;27;67;400
05/03/2013;23;21;30;31;59;400
05/03/2013;24;23;27;36;51;400
06/03/2013;1;25;31;40;44;200
06/03/2013;2;24;32;39;43;300
06/03/2013;3;22;32;43;37;400
06/03/2013;4;26;33;41;37;300
06/03/2013;5;25;36;34;42;300
06/03/2013;6;31;41;16;60;300
06/03/2013;7;36;49;2;92;500
06/03/2013;8;37;60;4;88;500
06/03/2013;9;36;59;6;88;600
06/03/2013;10;36;63;2;95;600
06/03/2013;11;35;67;10;91;400
06/03/2013;12;30;61;27;70;400
06/03/2013;13;29;48;30;70;400
06/03/2013;14;26;45;28;71;400
06/03/2013;15;27;46;26;75;400
06/03/2013;16;28;46;25;77;400
06/03/2013;17;27;42;16;91;500
06/03/2013;18;27;45;7;104;500
06/03/2013;19;27;46;11;95;600
06/03/2013;20;30;40;9;90;500
06/03/2013;21;27;37;6;93;500
06/03/2013;22;26;37;2;94;500
06/03/2013;23;28;41;8;84;500
06/03/2013;24;27;39;26;53;400
07/03/2013;1;23;35;24;57;300
07/03/2013;2;22;34;22;57;300
07/03/2013;3;21;29;20;57;300
07/03/2013;4;19;27;33;40;300
07/03/2013;5;20;27;27;39;300
07/03/2013;6;21;30;12;60;300
07/03/2013;7;20;29;4;81;300
07/03/2013;8;19;27;2;87;400
07/03/2013;9;18;28;4;80;400
07/03/2013;10;19;29;10;64;400
07/03/2013;11;21;31;11;57;400
07/03/2013;12;19;26;14;50;400
07/03/2013;13;21;27;21;43;400
07/03/2013;14;22;28;27;44;400
07/03/2013;15;22;36;23;51;400
07/03/2013;16;21;40;22;55;400
07/03/2013;17;19;37;18;58;400
07/03/2013;18;21;35;11;70;500
07/03/2013;19;23;36;3;81;600
07/03/2013;20;28;45;2;86;800
07/03/2013;21;30;48;3;76;700
07/03/2013;22;31;43;4;69;600
07/03/2013;23;27;39;3;69;600
07/03/2013;24;29;37;4;65;600
08/03/2013;1;27;36;5;60;600
08/03/2013;2;25;35;8;55;500
08/03/2013;3;24;29;21;41;500
08/03/2013;4;19;31;14;41;400
08/03/2013;5;21;31;12;45;500
08/03/2013;6;26;29;3;53;500
08/03/2013;7;26;30;0;66;600
08/03/2013;8;25;35;1;72;600
08/03/2013;9;22;41;2;72;700
08/03/2013;10;23;35;7;65;600
08/03/2013;11;20;33;14;56;500
08/03/2013;12;14;26;12;56;500
08/03/2013;13;16;23;18;56;500
08/03/2013;14;12;22;44;49;400
08/03/2013;15;9;16;42;52;400
08/03/2013;16;7;12;52;45;400
08/03/2013;17;5;10;49;49;400
08/03/2013;18;5;12;45;49;400
08/03/2013;19;10;14;34;57;500
08/03/2013;20;12;19;30;59;500
08/03/2013;21;14;24;20;68;500
08/03/2013;22;17;28;26;60;500
08/03/2013;23;18;29;27;56;500
08/03/2013;24;18;29;24;54;400
09/03/2013;1;16;24;40;36;200
09/03/2013;2;7;15;61;22;100
09/03/2013;3;7;9;49;31;100
09/03/2013;4;5;13;43;34;100
09/03/2013;5;5;16;36;39;200
09/03/2013;6;10;17;33;38;200
09/03/2013;7;11;22;30;40;200
09/03/2013;8;11;21;24;49;200
09/03/2013;9;14;24;37;42;200
09/03/2013;10;15;23;50;34;200
09/03/2013;11;13;23;61;25;100
09/03/2013;12;14;23;63;25;200
09/03/2013;13;18;25;67;27;100
09/03/2013;14;16;23;77;20;100
09/03/2013;15;10;19;73;26;100
09/03/2013;16;11;18;63;37;100
09/03/2013;17;11;21;62;36;200
09/03/2013;18;13;22;39;62;200
09/03/2013;19;14;26;49;49;200
09/03/2013;20;16;29;49;46;200
09/03/2013;21;20;37;39;57;300
09/03/2013;22;27;39;12;90;400
09/03/2013;23;22;37;30;57;200
09/03/2013;24;20;33;31;56;400
10/03/2013;1;16;28;37;51;600
10/03/2013;2;10;28;35;55;500
10/03/2013;3;12;25;24;61;400
10/03/2013;4;19;32;7;73;400
10/03/2013;5;20;32;34;39;300
10/03/2013;6;16;25;42;25;200
10/03/2013;7;16;20;34;27;300
10/03/2013;8;17;23;33;30;300
10/03/2013;9;23;29;40;30;300
10/03/2013;10;27;36;39;28;300
10/03/2013;11;29;40;33;23;300
10/03/2013;12;31;40;34;23;300
10/03/2013;13;25;31;28;27;300
10/03/2013;14;21;28;36;25;400
10/03/2013;15;16;24;31;27;300
10/03/2013;16;15;22;30;27;300
10/03/2013;17;16;22;25;30;300
10/03/2013;18;18;23;24;34;300
10/03/2013;19;18;22;30;32;300
10/03/2013;20;22;24;34;28;300
10/03/2013;21;24;30;32;27;400
10/03/2013;22;31;35;30;27;300
10/03/2013;23;30;35;30;26;300
10/03/2013;24;29;35;33;24;300
11/03/2013;1;30;34;34;22;200
11/03/2013;2;36;39;31;22;200
11/03/2013;3;34;40;32;22;200
11/03/2013;4;31;39;34;21;200
11/03/2013;5;32;38;30;23;200
11/03/2013;6;34;39;23;33;200
11/03/2013;7;34;41;20;38;200
11/03/2013;8;38;46;14;50;300
11/03/2013;9;39;49;17;46;300
11/03/2013;10;39;46;18;42;300
11/03/2013;11;35;43;17;42;300
11/03/2013;12;39;43;17;38;400
11/03/2013;13;37;46;24;40;300
11/03/2013;14;41;47;17;38;300
11/03/2013;15;36;46;16;38;300
11/03/2013;16;34;44;14;43;300
11/03/2013;17;31;43;16;42;300
11/03/2013;18;32;38;16;45;300
11/03/2013;19;33;40;12;50;300
11/03/2013;20;33;41;13;47;300
11/03/2013;21;31;38;11;49;300
11/03/2013;22;30;37;10;49;300
11/03/2013;23;31;35;9;48;200
11/03/2013;24;29;33;15;41;200
12/03/2013;1;28;30;16;40;400
12/03/2013;2;24;31;24;33;400
12/03/2013;3;27;33;28;30;400
12/03/2013;4;29;36;31;31;400
12/03/2013;5;29;33;34;31;300
12/03/2013;6;29;34;32;35;300
12/03/2013;7;28;33;30;42;400
12/03/2013;8;28;32;32;46;400
12/03/2013;9;28;33;35;46;400
12/03/2013;10;27;32;36;44;400
12/03/2013;11;27;32;44;39;400
12/03/2013;12;n/d;n/d;43;44;400
12/03/2013;13;n/d;n/d;n/d;n/d;n/d
12/03/2013;14;n/d;n/d;n/d;n/d;n/d
12/03/2013;15;n/d;n/d;n/d;n/d;n/d
12/03/2013;16;22;23;42;n/d;n/d
12/03/2013;17;21;24;41;n/d;n/d
12/03/2013;18;21;22;40;n/d;n/d
12/03/2013;19;18;20;38;n/d;n/d
12/03/2013;20;19;23;39;n/d;n/d
12/03/2013;21;21;23;43;n/d;n/d
12/03/2013;22;19;23;43;n/d;n/d
12/03/2013;23;19;23;44;n/d;n/d
12/03/2013;24;17;19;42;n/d;n/d
13/03/2013;1;19;22;43;n/d;n/d
13/03/2013;2;20;24;41;n/d;n/d
13/03/2013;3;22;26;39;n/d;n/d
13/03/2013;4;22;27;36;n/d;n/d
13/03/2013;5;24;30;31;n/d;n/d
13/03/2013;6;27;33;19;n/d;n/d
13/03/2013;7;28;34;13;n/d;n/d
13/03/2013;8;30;35;25;n/d;n/d
13/03/2013;9;30;38;25;n/d;n/d
13/03/2013;10;32;38;31;n/d;n/d
13/03/2013;11;32;43;31;n/d;n/d
13/03/2013;12;34;45;25;n/d;n/d
13/03/2013;13;35;44;37;n/d;n/d
13/03/2013;14;32;43;43;n/d;n/d
13/03/2013;15;32;41;60;n/d;n/d
13/03/2013;16;28;35;51;n/d;n/d
13/03/2013;17;23;32;52;n/d;n/d
13/03/2013;18;12;15;49;n/d;n/d
13/03/2013;19;13;20;40;n/d;n/d
13/03/2013;20;15;24;39;n/d;n/d
13/03/2013;21;17;23;41;n/d;n/d
13/03/2013;22;20;27;36;n/d;n/d
13/03/2013;23;20;28;33;n/d;n/d
13/03/2013;24;20;27;30;n/d;n/d
14/03/2013;1;16;27;39;n/d;n/d
14/03/2013;2;18;26;35;n/d;n/d
14/03/2013;3;17;25;32;n/d;n/d
14/03/2013;4;18;24;33;n/d;n/d
14/03/2013;5;17;25;26;n/d;n/d
14/03/2013;6;19;24;22;n/d;n/d
14/03/2013;7;15;20;20;n/d;n/d
14/03/2013;8;14;21;27;n/d;n/d
14/03/2013;9;18;24;22;n/d;n/d
14/03/2013;10;24;35;21;n/d;n/d
14/03/2013;11;26;37;37;n/d;n/d
14/03/2013;12;18;27;67;n/d;n/d
14/03/2013;13;13;20;77;n/d;n/d
14/03/2013;14;7;19;74;n/d;n/d
14/03/2013;15;8;21;65;n/d;n/d
14/03/2013;16;10;21;66;n/d;n/d
14/03/2013;17;11;23;49;n/d;n/d
14/03/2013;18;13;23;51;n/d;n/d
14/03/2013;19;11;22;33;n/d;n/d
14/03/2013;20;14;24;39;n/d;n/d
14/03/2013;21;16;25;25;n/d;n/d
14/03/2013;22;18;27;31;n/d;n/d
14/03/2013;23;17;27;26;n/d;n/d
14/03/2013;24;16;25;27;n/d;n/d
15/03/2013;1;15;24;26;n/d;n/d
15/03/2013;2;16;28;26;n/d;n/d
15/03/2013;3;14;25;9;n/d;n/d
15/03/2013;4;15;24;11;n/d;n/d
15/03/2013;5;14;24;12;n/d;n/d
15/03/2013;6;13;25;2;n/d;n/d
15/03/2013;7;15;29;2;n/d;n/d
15/03/2013;8;18;38;6;n/d;n/d
15/03/2013;9;16;37;18;n/d;n/d
15/03/2013;10;14;34;45;n/d;n/d
15/03/2013;11;13;31;55;n/d;n/d
15/03/2013;12;14;29;58;n/d;n/d
15/03/2013;13;12;25;64;n/d;n/d
15/03/2013;14;13;31;66;n/d;n/d
15/03/2013;15;12;26;67;n/d;n/d
15/03/2013;16;n/d;n/d;61;n/d;n/d
15/03/2013;17;n/d;n/d;63;n/d;n/d
15/03/2013;18;14;n/d;54;n/d;n/d
15/03/2013;19;15;27;48;n/d;n/d
15/03/2013;20;18;24;39;n/d;n/d
15/03/2013;21;20;28;37;n/d;n/d
15/03/2013;22;17;26;46;n/d;n/d
15/03/2013;23;16;24;52;n/d;n/d
15/03/2013;24;18;22;49;n/d;n/d
16/03/2013;1;18;24;47;n/d;n/d
16/03/2013;2;18;24;52;n/d;n/d
16/03/2013;3;19;24;50;n/d;n/d
16/03/2013;4;18;22;50;n/d;n/d
16/03/2013;5;16;22;47;n/d;n/d
16/03/2013;6;15;23;38;n/d;n/d
16/03/2013;7;16;24;39;n/d;n/d
16/03/2013;8;16;26;43;n/d;n/d
16/03/2013;9;17;27;45;n/d;n/d
16/03/2013;10;18;29;45;n/d;n/d
16/03/2013;11;19;29;43;n/d;n/d
16/03/2013;12;20;30;52;n/d;n/d
16/03/2013;13;18;25;57;n/d;n/d
16/03/2013;14;17;24;65;n/d;n/d
16/03/2013;15;14;20;65;n/d;n/d
16/03/2013;16;15;22;46;n/d;n/d
16/03/2013;17;15;23;39;n/d;n/d
16/03/2013;18;15;25;51;n/d;n/d
16/03/2013;19;14;21;42;n/d;n/d
16/03/2013;20;15;23;49;n/d;n/d
16/03/2013;21;15;20;48;n/d;n/d
16/03/2013;22;16;19;45;n/d;n/d
16/03/2013;23;16;19;44;n/d;n/d
16/03/2013;24;15;18;47;n/d;n/d
17/03/2013;1;13;16;43;n/d;n/d
17/03/2013;2;11;14;46;n/d;n/d
17/03/2013;3;10;14;49;n/d;n/d
17/03/2013;4;9;13;56;n/d;n/d
17/03/2013;5;8;15;63;n/d;n/d
17/03/2013;6;8;15;56;n/d;n/d
17/03/2013;7;8;16;50;n/d;n/d
17/03/2013;8;8;15;55;n/d;n/d
17/03/2013;9;8;12;58;n/d;n/d
17/03/2013;10;7;14;61;n/d;n/d
17/03/2013;11;7;15;66;n/d;n/d
17/03/2013;12;6;17;70;n/d;n/d
17/03/2013;13;6;18;68;n/d;n/d
17/03/2013;14;5;19;63;n/d;n/d
17/03/2013;15;6;13;70;n/d;n/d
17/03/2013;16;6;13;62;n/d;n/d
17/03/2013;17;10;10;51;n/d;n/d
17/03/2013;18;5;15;53;n/d;n/d
17/03/2013;19;6;13;54;n/d;n/d
17/03/2013;20;8;15;51;n/d;n/d
17/03/2013;21;10;17;48;n/d;n/d
17/03/2013;22;10;18;44;n/d;n/d
17/03/2013;23;10;19;38;n/d;n/d
17/03/2013;24;11;20;34;n/d;n/d
18/03/2013;1;12;21;38;n/d;n/d
18/03/2013;2;12;19;31;n/d;n/d
18/03/2013;3;12;19;35;n/d;n/d
18/03/2013;4;11;21;31;n/d;n/d
18/03/2013;5;12;19;23;n/d;n/d
18/03/2013;6;10;20;6;n/d;n/d
18/03/2013;7;11;21;5;n/d;n/d
18/03/2013;8;11;23;15;n/d;n/d
18/03/2013;9;10;27;29;n/d;n/d
18/03/2013;10;12;27;39;n/d;n/d
18/03/2013;11;11;26;42;n/d;n/d
18/03/2013;12;10;22;50;n/d;n/d
18/03/2013;13;7;14;51;n/d;n/d
18/03/2013;14;7;16;46;n/d;n/d
18/03/2013;15;7;15;41;n/d;n/d
18/03/2013;16;7;13;45;n/d;n/d
18/03/2013;17;6;12;39;n/d;n/d
18/03/2013;18;7;12;27;n/d;n/d
18/03/2013;19;8;15;17;n/d;n/d
18/03/2013;20;9;18;24;n/d;n/d
18/03/2013;21;9;18;26;n/d;n/d
18/03/2013;22;9;14;32;n/d;n/d
18/03/2013;23;10;12;41;n/d;n/d
18/03/2013;24;9;10;42;n/d;n/d
19/03/2013;1;8;11;55;n/d;n/d
19/03/2013;2;6;7;56;n/d;n/d
19/03/2013;3;6;10;44;n/d;n/d
19/03/2013;4;7;13;54;n/d;n/d
19/03/2013;5;7;14;51;n/d;n/d
19/03/2013;6;6;13;37;n/d;n/d
19/03/2013;7;7;15;21;n/d;n/d
19/03/2013;8;9;17;20;n/d;n/d
19/03/2013;9;9;21;23;n/d;n/d
19/03/2013;10;9;21;41;n/d;n/d
19/03/2013;11;9;22;44;n/d;n/d
19/03/2013;12;10;20;52;n/d;n/d
19/03/2013;13;8;23;58;n/d;n/d
19/03/2013;14;8;22;n/d;n/d;n/d
19/03/2013;15;10;17;n/d;n/d;n/d
19/03/2013;16;10;12;n/d;n/d;n/d
19/03/2013;17;6;15;n/d;n/d;n/d
19/03/2013;18;6;10;n/d;n/d;n/d
19/03/2013;19;7;12;n/d;n/d;n/d
19/03/2013;20;9;18;n/d;n/d;n/d
19/03/2013;21;12;18;n/d;n/d;n/d
19/03/2013;22;16;24;n/d;n/d;n/d
19/03/2013;23;16;21;n/d;n/d;n/d
19/03/2013;24;10;15;n/d;n/d;n/d
20/03/2013;1;9;13;n/d;n/d;n/d
20/03/2013;2;8;13;n/d;n/d;n/d
20/03/2013;3;7;9;n/d;n/d;n/d
20/03/2013;4;6;8;n/d;n/d;n/d
20/03/2013;5;7;9;n/d;n/d;n/d
20/03/2013;6;6;11;n/d;n/d;n/d
20/03/2013;7;6;13;n/d;n/d;n/d
20/03/2013;8;9;16;n/d;n/d;n/d
20/03/2013;9;10;22;n/d;n/d;n/d
20/03/2013;10;11;18;n/d;n/d;n/d
20/03/2013;11;8;21;n/d;n/d;n/d
20/03/2013;12;8;18;n/d;n/d;n/d
20/03/2013;13;12;18;n/d;n/d;n/d
20/03/2013;14;15;26;n/d;n/d;n/d
20/03/2013;15;17;23;46;n/d;n/d
20/03/2013;16;16;26;43;n/d;n/d
20/03/2013;17;21;29;45;n/d;n/d
20/03/2013;18;25;31;43;n/d;n/d
20/03/2013;19;26;36;24;n/d;n/d
20/03/2013;20;37;46;20;n/d;n/d
20/03/2013;21;37;51;28;n/d;n/d
20/03/2013;22;40;52;24;n/d;n/d
20/03/2013;23;42;49;32;n/d;n/d
20/03/2013;24;44;46;16;n/d;n/d
21/03/2013;1;48;57;4;n/d;n/d
21/03/2013;2;53;62;3;n/d;n/d
21/03/2013;3;56;64;2;n/d;n/d
21/03/2013;4;57;67;2;n/d;n/d
21/03/2013;5;54;62;9;n/d;n/d
21/03/2013;6;49;55;5;n/d;n/d
21/03/2013;7;48;54;5;n/d;n/d
21/03/2013;8;50;58;7;n/d;n/d
21/03/2013;9;52;62;15;n/d;n/d
21/03/2013;10;51;62;20;n/d;n/d
21/03/2013;11;49;63;28;n/d;n/d
21/03/2013;12;47;62;33;n/d;n/d
21/03/2013;13;46;55;39;n/d;n/d
21/03/2013;14;43;54;39;n/d;n/d
21/03/2013;15;37;50;39;n/d;n/d
21/03/2013;16;37;48;43;n/d;n/d
21/03/2013;17;33;40;39;n/d;n/d
21/03/2013;18;31;37;39;n/d;n/d
21/03/2013;19;30;36;36;n/d;n/d
21/03/2013;20;30;36;29;n/d;n/d
21/03/2013;21;34;41;26;n/d;n/d
21/03/2013;22;35;41;30;n/d;n/d
21/03/2013;23;37;42;42;n/d;n/d
21/03/2013;24;35;37;50;n/d;n/d
22/03/2013;1;31;34;49;n/d;n/d
22/03/2013;2;30;34;54;n/d;n/d
22/03/2013;3;27;31;52;n/d;n/d
22/03/2013;4;24;27;50;n/d;n/d
22/03/2013;5;24;28;42;n/d;n/d
22/03/2013;6;25;29;27;n/d;n/d
22/03/2013;7;25;31;15;n/d;n/d
22/03/2013;8;26;36;20;n/d;n/d
22/03/2013;9;26;39;31;n/d;n/d
22/03/2013;10;28;38;40;n/d;n/d
22/03/2013;11;29;37;48;n/d;n/d
22/03/2013;12;29;34;51;n/d;n/d
22/03/2013;13;28;36;55;n/d;n/d
22/03/2013;14;23;37;71;n/d;n/d
22/03/2013;15;20;31;68;n/d;n/d
22/03/2013;16;25;30;64;n/d;n/d
22/03/2013;17;28;36;54;n/d;n/d
22/03/2013;18;30;38;47;n/d;n/d
22/03/2013;19;30;40;46;n/d;n/d
22/03/2013;20;30;39;49;n/d;n/d
22/03/2013;21;26;36;48;n/d;n/d
22/03/2013;22;25;34;46;n/d;n/d
22/03/2013;23;29;34;42;n/d;n/d
22/03/2013;24;29;37;32;n/d;n/d
23/03/2013;1;32;37;33;n/d;n/d
23/03/2013;2;34;36;29;n/d;n/d
23/03/2013;3;30;41;33;n/d;n/d
23/03/2013;4;35;39;34;n/d;n/d
23/03/2013;5;40;40;37;n/d;n/d
23/03/2013;6;40;40;28;n/d;n/d
23/03/2013;7;36;43;30;n/d;n/d
23/03/2013;8;36;45;29;n/d;n/d
23/03/2013;9;38;44;29;n/d;n/d
23/03/2013;10;38;46;35;n/d;n/d
23/03/2013;11;41;48;27;n/d;n/d
23/03/2013;12;44;55;30;n/d;n/d
23/03/2013;13;46;56;32;n/d;n/d
23/03/2013;14;50;58;30;n/d;n/d
23/03/2013;15;49;59;37;n/d;n/d
23/03/2013;16;47;51;33;n/d;n/d
23/03/2013;17;46;53;34;n/d;n/d
23/03/2013;18;42;51;28;n/d;n/d
23/03/2013;19;39;46;23;n/d;n/d
23/03/2013;20;39;47;20;n/d;n/d
23/03/2013;21;46;49;20;n/d;n/d
23/03/2013;22;45;50;24;n/d;n/d
23/03/2013;23;45;48;22;n/d;n/d
23/03/2013;24;44;53;18;n/d;n/d
24/03/2013;1;46;53;22;n/d;n/d
24/03/2013;2;51;62;25;n/d;n/d
24/03/2013;3;54;71;29;n/d;n/d
24/03/2013;4;54;65;32;n/d;n/d
24/03/2013;5;51;56;31;n/d;n/d
24/03/2013;6;47;52;31;n/d;n/d
24/03/2013;7;47;53;31;n/d;n/d
24/03/2013;8;51;61;32;n/d;n/d
24/03/2013;9;50;60;31;n/d;n/d
24/03/2013;10;51;61;37;n/d;n/d
24/03/2013;11;49;58;36;n/d;n/d
24/03/2013;12;48;54;36;n/d;n/d
24/03/2013;13;47;52;42;n/d;n/d
24/03/2013;14;44;54;45;n/d;n/d
24/03/2013;15;42;53;52;n/d;n/d
24/03/2013;16;39;45;49;n/d;n/d
24/03/2013;17;35;42;47;n/d;n/d
24/03/2013;18;35;41;44;n/d;n/d
24/03/2013;19;37;43;44;n/d;n/d
24/03/2013;20;37;43;47;n/d;n/d
24/03/2013;21;34;39;47;n/d;n/d
24/03/2013;22;32;37;49;n/d;n/d
24/03/2013;23;30;36;49;n/d;n/d
24/03/2013;24;28;33;48;n/d;n/d
25/03/2013;1;29;32;45;n/d;n/d
25/03/2013;2;30;34;45;n/d;n/d
25/03/2013;3;30;34;44;n/d;n/d
25/03/2013;4;29;36;48;n/d;n/d
25/03/2013;5;31;35;51;n/d;n/d
25/03/2013;6;31;37;45;n/d;n/d
25/03/2013;7;27;33;45;n/d;n/d
25/03/2013;8;24;34;41;n/d;n/d
25/03/2013;9;22;33;49;n/d;n/d
25/03/2013;10;24;n/d;52;n/d;n/d
25/03/2013;11;27;40;64;n/d;n/d
25/03/2013;12;30;36;67;n/d;n/d
25/03/2013;13;31;36;72;n/d;n/d
25/03/2013;14;27;39;71;n/d;n/d
25/03/2013;15;31;43;63;n/d;n/d
25/03/2013;16;32;42;67;n/d;n/d
25/03/2013;17;33;44;68;n/d;n/d
25/03/2013;18;33;48;63;n/d;n/d
25/03/2013;19;35;47;46;n/d;n/d
25/03/2013;20;41;53;31;n/d;n/d
25/03/2013;21;45;54;32;n/d;n/d
25/03/2013;22;46;54;27;n/d;n/d
25/03/2013;23;43;55;40;n/d;n/d
25/03/2013;24;42;49;54;n/d;n/d
26/03/2013;1;42;52;53;n/d;n/d
26/03/2013;2;41;51;53;n/d;n/d
26/03/2013;3;42;45;54;n/d;n/d
26/03/2013;4;42;46;57;n/d;n/d
26/03/2013;5;39;46;51;n/d;n/d
26/03/2013;6;38;44;42;n/d;n/d
26/03/2013;7;38;47;30;n/d;n/d
26/03/2013;8;41;48;27;n/d;n/d
26/03/2013;9;42;51;31;n/d;n/d
26/03/2013;10;39;55;n/d;n/d;n/d
26/03/2013;11;40;51;n/d;38;n/d
26/03/2013;12;40;51;59;31;n/d
26/03/2013;13;43;52;68;30;n/d
26/03/2013;14;43;54;67;33;n/d
26/03/2013;15;46;58;61;38;n/d
26/03/2013;16;48;63;61;41;n/d
26/03/2013;17;45;57;58;42;n/d
26/03/2013;18;43;53;61;41;n/d
26/03/2013;19;41;50;64;38;n/d
26/03/2013;20;40;50;64;40;n/d
26/03/2013;21;39;46;67;33;n/d
26/03/2013;22;41;47;66;28;n/d
26/03/2013;23;42;49;61;30;n/d
26/03/2013;24;43;51;50;35;n/d
27/03/2013;1;45;53;41;33;400
27/03/2013;2;48;56;40;32;300
27/03/2013;3;48;55;39;31;300
27/03/2013;4;48;56;40;28;400
27/03/2013;5;51;58;36;31;400
27/03/2013;6;51;56;30;41;300
27/03/2013;7;50;59;29;45;300
27/03/2013;8;49;61;31;45;300
27/03/2013;9;49;65;39;40;300
27/03/2013;10;49;63;48;34;300
27/03/2013;11;48;62;58;30;300
27/03/2013;12;49;61;63;32;300
27/03/2013;13;48;58;69;31;300
27/03/2013;14;46;53;70;31;300
27/03/2013;15;43;51;78;28;200
27/03/2013;16;42;52;71;37;300
27/03/2013;17;43;53;72;36;300
27/03/2013;18;42;51;66;41;300
27/03/2013;19;45;55;58;47;300
27/03/2013;20;46;55;57;44;300
27/03/2013;21;48;55;51;45;300
27/03/2013;22;50;56;58;36;300
27/03/2013;23;51;59;52;40;300
27/03/2013;24;52;61;48;43;300
28/03/2013;1;52;62;48;40;400
28/03/2013;2;56;63;38;46;400
28/03/2013;3;57;64;35;45;400
28/03/2013;4;59;68;32;45;400
28/03/2013;5;57;66;22;54;300
28/03/2013;6;58;66;18;59;400
28/03/2013;7;58;67;21;57;400
28/03/2013;8;59;70;24;55;400
28/03/2013;9;62;80;23;60;400
28/03/2013;10;57;72;43;43;300
28/03/2013;11;53;62;58;35;300
28/03/2013;12;48;61;57;40;300
28/03/2013;13;47;56;75;28;200
28/03/2013;14;45;52;66;33;300
28/03/2013;15;47;59;62;36;300
28/03/2013;16;45;54;65;34;300
28/03/2013;17;47;57;55;45;300
28/03/2013;18;48;59;52;46;300
28/03/2013;19;51;62;51;48;300
28/03/2013;20;55;67;46;46;400
28/03/2013;21;63;74;46;45;400
28/03/2013;22;70;81;42;46;400
28/03/2013;23;64;77;64;36;400
28/03/2013;24;42;54;78;31;300
29/03/2013;1;37;49;77;30;300
29/03/2013;2;37;48;79;27;300
29/03/2013;3;39;49;74;29;300
29/03/2013;4;40;50;70;30;300
29/03/2013;5;40;51;66;31;300
29/03/2013;6;42;51;42;54;300
29/03/2013;7;42;53;29;72;400
29/03/2013;8;43;55;46;60;400
29/03/2013;9;42;53;50;57;400
29/03/2013;10;45;56;60;47;300
29/03/2013;11;47;56;72;37;300
29/03/2013;12;53;60;68;43;400
29/03/2013;13;59;68;65;47;400
29/03/2013;14;59;69;75;38;300
29/03/2013;15;58;67;75;41;300
29/03/2013;16;63;72;72;41;300
29/03/2013;17;61;70;74;39;400
29/03/2013;18;59;68;65;46;400
29/03/2013;19;61;71;50;50;400
29/03/2013;20;65;74;38;54;400
29/03/2013;21;66;75;42;45;300
29/03/2013;22;68;74;46;40;300
29/03/2013;23;67;74;48;36;300
29/03/2013;24;68;77;41;39;400
30/03/2013;1;69;77;49;34;400
30/03/2013;2;68;76;54;27;400
30/03/2013;3;68;76;56;24;300
30/03/2013;4;68;75;54;26;300
30/03/2013;5;68;73;54;26;300
30/03/2013;6;70;76;48;33;300
30/03/2013;7;71;81;43;37;300
30/03/2013;8;72;81;42;38;300
30/03/2013;9;73;81;44;37;400
30/03/2013;10;76;85;47;33;400
30/03/2013;11;78;85;49;31;400
30/03/2013;12;82;92;51;34;400
30/03/2013;13;79;87;57;31;400
30/03/2013;14;77;84;67;25;400
30/03/2013;15;74;82;73;27;400
30/03/2013;16;71;79;75;29;400
