date;heure;PM25;PM10;NO2;O3;CO
11/10/2011;9;n/d;18;33;n/d;n/d
11/10/2011;10;n/d;12;25;n/d;n/d
11/10/2011;11;n/d;13;25;n/d;n/d
11/10/2011;12;n/d;14;22;n/d;n/d
11/10/2011;13;n/d;17;26;n/d;n/d
11/10/2011;14;n/d;16;27;n/d;n/d
11/10/2011;15;n/d;18;32;n/d;n/d
11/10/2011;16;n/d;17;35;n/d;n/d
11/10/2011;17;n/d;16;34;n/d;n/d
11/10/2011;18;n/d;15;38;n/d;n/d
11/10/2011;19;n/d;15;37;n/d;n/d
11/10/2011;20;n/d;16;32;n/d;n/d
11/10/2011;21;n/d;13;26;n/d;n/d
11/10/2011;22;n/d;10;21;n/d;n/d
11/10/2011;23;n/d;7;16;n/d;n/d
11/10/2011;24;n/d;7;14;n/d;n/d
12/10/2011;1;n/d;6;11;n/d;n/d
12/10/2011;2;n/d;6;8;n/d;n/d
12/10/2011;3;n/d;7;5;n/d;n/d
12/10/2011;4;n/d;3;12;n/d;n/d
12/10/2011;5;n/d;7;27;n/d;n/d
12/10/2011;6;n/d;10;39;n/d;n/d
12/10/2011;7;n/d;14;54;n/d;n/d
12/10/2011;8;n/d;20;50;n/d;n/d
12/10/2011;9;n/d;20;43;n/d;n/d
12/10/2011;10;n/d;21;45;n/d;n/d
12/10/2011;11;n/d;21;37;n/d;n/d
12/10/2011;12;n/d;22;31;n/d;n/d
12/10/2011;13;n/d;23;34;n/d;n/d
12/10/2011;14;n/d;23;38;n/d;n/d
12/10/2011;15;n/d;24;32;n/d;n/d
12/10/2011;16;n/d;23;35;n/d;n/d
12/10/2011;17;n/d;21;39;n/d;n/d
12/10/2011;18;n/d;18;38;n/d;n/d
12/10/2011;19;n/d;18;46;n/d;n/d
12/10/2011;20;n/d;21;33;n/d;n/d
12/10/2011;21;n/d;20;35;n/d;n/d
12/10/2011;22;n/d;16;31;n/d;n/d
12/10/2011;23;n/d;15;23;n/d;n/d
12/10/2011;24;n/d;15;18;n/d;n/d
13/10/2011;1;n/d;15;14;n/d;n/d
13/10/2011;2;n/d;12;9;n/d;n/d
13/10/2011;3;n/d;8;10;n/d;n/d
13/10/2011;4;n/d;10;16;n/d;n/d
13/10/2011;5;n/d;12;28;n/d;n/d
13/10/2011;6;n/d;14;37;n/d;n/d
13/10/2011;7;n/d;19;44;n/d;n/d
13/10/2011;8;n/d;30;49;n/d;n/d
13/10/2011;9;n/d;30;45;n/d;n/d
13/10/2011;10;n/d;33;44;n/d;n/d
13/10/2011;11;n/d;34;38;n/d;n/d
13/10/2011;12;n/d;25;28;n/d;n/d
13/10/2011;13;n/d;20;28;n/d;n/d
13/10/2011;14;n/d;21;29;n/d;n/d
13/10/2011;15;n/d;24;32;n/d;n/d
13/10/2011;16;n/d;21;35;n/d;n/d
13/10/2011;17;n/d;17;39;n/d;n/d
13/10/2011;18;n/d;19;47;n/d;n/d
13/10/2011;19;n/d;19;55;n/d;n/d
13/10/2011;20;n/d;21;55;n/d;n/d
13/10/2011;21;n/d;20;50;n/d;n/d
13/10/2011;22;n/d;22;52;n/d;n/d
13/10/2011;23;n/d;24;50;n/d;n/d
13/10/2011;24;n/d;25;46;n/d;n/d
14/10/2011;1;n/d;23;30;n/d;n/d
14/10/2011;2;n/d;19;17;n/d;n/d
14/10/2011;3;n/d;19;23;n/d;n/d
14/10/2011;4;n/d;23;32;n/d;n/d
14/10/2011;5;n/d;24;35;n/d;n/d
14/10/2011;6;n/d;23;38;n/d;n/d
14/10/2011;7;n/d;23;43;n/d;n/d
14/10/2011;8;n/d;27;44;n/d;n/d
14/10/2011;9;n/d;27;36;n/d;n/d
14/10/2011;10;n/d;26;32;n/d;n/d
14/10/2011;11;n/d;28;27;n/d;n/d
14/10/2011;12;n/d;27;24;n/d;n/d
14/10/2011;13;n/d;26;25;n/d;n/d
14/10/2011;14;n/d;24;21;n/d;n/d
14/10/2011;15;n/d;21;27;n/d;n/d
14/10/2011;16;n/d;19;30;n/d;n/d
14/10/2011;17;n/d;18;34;n/d;n/d
14/10/2011;18;n/d;21;49;n/d;n/d
14/10/2011;19;n/d;25;56;n/d;n/d
14/10/2011;20;n/d;24;51;n/d;n/d
14/10/2011;21;n/d;22;50;n/d;n/d
14/10/2011;22;n/d;23;42;n/d;n/d
14/10/2011;23;n/d;20;35;n/d;n/d
14/10/2011;24;n/d;18;28;n/d;n/d
15/10/2011;1;n/d;18;25;n/d;n/d
15/10/2011;2;n/d;17;23;n/d;n/d
15/10/2011;3;n/d;15;24;n/d;n/d
15/10/2011;4;n/d;14;24;n/d;n/d
15/10/2011;5;n/d;16;24;n/d;n/d
15/10/2011;6;n/d;17;26;n/d;n/d
15/10/2011;7;n/d;18;28;n/d;n/d
15/10/2011;8;n/d;22;26;n/d;n/d
15/10/2011;9;n/d;23;24;n/d;n/d
15/10/2011;10;n/d;27;24;n/d;n/d
15/10/2011;11;n/d;29;25;n/d;n/d
15/10/2011;12;n/d;29;23;n/d;n/d
15/10/2011;13;n/d;31;21;n/d;n/d
15/10/2011;14;n/d;29;25;n/d;n/d
15/10/2011;15;n/d;25;29;n/d;n/d
15/10/2011;16;n/d;26;37;n/d;n/d
15/10/2011;17;n/d;28;44;n/d;n/d
15/10/2011;18;n/d;29;58;n/d;n/d
15/10/2011;19;n/d;32;67;n/d;n/d
15/10/2011;20;n/d;34;67;n/d;n/d
15/10/2011;21;n/d;37;62;n/d;n/d
15/10/2011;22;n/d;36;53;n/d;n/d
15/10/2011;23;n/d;35;52;n/d;n/d
15/10/2011;24;n/d;34;49;n/d;n/d
16/10/2011;1;n/d;34;51;n/d;n/d
16/10/2011;2;n/d;33;46;n/d;n/d
16/10/2011;3;n/d;32;41;n/d;n/d
16/10/2011;4;n/d;31;40;n/d;n/d
16/10/2011;5;n/d;29;38;n/d;n/d
16/10/2011;6;n/d;29;35;n/d;n/d
16/10/2011;7;n/d;30;36;n/d;n/d
16/10/2011;8;n/d;32;33;n/d;n/d
16/10/2011;9;n/d;34;33;n/d;n/d
16/10/2011;10;n/d;39;40;n/d;n/d
16/10/2011;11;n/d;45;59;n/d;n/d
16/10/2011;12;n/d;50;69;n/d;n/d
16/10/2011;13;n/d;52;59;n/d;n/d
16/10/2011;14;n/d;44;32;n/d;n/d
16/10/2011;15;n/d;41;31;n/d;n/d
16/10/2011;16;n/d;39;34;n/d;n/d
16/10/2011;17;n/d;38;43;n/d;n/d
16/10/2011;18;n/d;49;56;n/d;n/d
16/10/2011;19;n/d;47;55;n/d;n/d
16/10/2011;20;n/d;49;52;n/d;n/d
16/10/2011;21;n/d;52;64;n/d;n/d
16/10/2011;22;n/d;48;65;n/d;n/d
16/10/2011;23;n/d;47;46;n/d;n/d
16/10/2011;24;n/d;47;45;n/d;n/d
17/10/2011;1;n/d;46;40;n/d;n/d
17/10/2011;2;n/d;46;50;n/d;n/d
17/10/2011;3;n/d;45;50;n/d;n/d
17/10/2011;4;n/d;43;50;n/d;n/d
17/10/2011;5;n/d;44;53;n/d;n/d
17/10/2011;6;n/d;42;63;n/d;n/d
17/10/2011;7;n/d;46;73;n/d;n/d
17/10/2011;8;n/d;49;72;n/d;n/d
17/10/2011;9;n/d;51;75;n/d;n/d
17/10/2011;10;n/d;56;61;n/d;n/d
17/10/2011;11;n/d;51;56;n/d;n/d
17/10/2011;12;n/d;43;44;n/d;n/d
17/10/2011;13;n/d;38;51;n/d;n/d
17/10/2011;14;n/d;37;59;n/d;n/d
17/10/2011;15;n/d;32;56;n/d;n/d
17/10/2011;16;n/d;31;54;n/d;n/d
17/10/2011;17;n/d;32;70;n/d;n/d
17/10/2011;18;n/d;33;83;n/d;n/d
17/10/2011;19;n/d;32;89;n/d;n/d
17/10/2011;20;n/d;42;87;n/d;n/d
17/10/2011;21;n/d;43;72;n/d;n/d
17/10/2011;22;n/d;46;75;n/d;n/d
17/10/2011;23;n/d;52;72;n/d;n/d
17/10/2011;24;n/d;51;65;n/d;n/d
18/10/2011;1;n/d;44;39;n/d;n/d
18/10/2011;2;n/d;38;34;n/d;n/d
18/10/2011;3;n/d;34;34;n/d;n/d
18/10/2011;4;n/d;33;27;n/d;n/d
18/10/2011;5;n/d;33;36;n/d;n/d
18/10/2011;6;n/d;34;53;n/d;n/d
18/10/2011;7;n/d;39;66;n/d;n/d
18/10/2011;8;n/d;40;60;n/d;n/d
18/10/2011;9;n/d;44;49;n/d;n/d
18/10/2011;10;n/d;39;45;n/d;n/d
18/10/2011;11;n/d;35;39;n/d;n/d
18/10/2011;12;n/d;35;38;n/d;n/d
18/10/2011;13;n/d;16;40;n/d;n/d
18/10/2011;14;n/d;12;38;n/d;n/d
18/10/2011;15;n/d;15;48;n/d;n/d
18/10/2011;16;n/d;22;51;n/d;n/d
18/10/2011;17;n/d;22;62;n/d;n/d
18/10/2011;18;n/d;17;70;n/d;n/d
18/10/2011;19;n/d;17;75;n/d;n/d
18/10/2011;20;n/d;18;66;n/d;n/d
18/10/2011;21;n/d;17;51;n/d;n/d
18/10/2011;22;n/d;17;40;n/d;n/d
18/10/2011;23;n/d;14;31;n/d;n/d
18/10/2011;24;n/d;12;25;n/d;n/d
19/10/2011;1;n/d;13;19;n/d;n/d
19/10/2011;2;n/d;11;17;n/d;n/d
19/10/2011;3;n/d;10;16;n/d;n/d
19/10/2011;4;n/d;8;17;n/d;n/d
19/10/2011;5;n/d;10;27;n/d;n/d
19/10/2011;6;n/d;11;49;n/d;n/d
19/10/2011;7;n/d;12;56;n/d;n/d
19/10/2011;8;n/d;17;53;n/d;n/d
19/10/2011;9;n/d;17;38;n/d;n/d
19/10/2011;10;n/d;18;38;n/d;n/d
19/10/2011;11;n/d;16;26;n/d;n/d
19/10/2011;12;n/d;20;26;n/d;n/d
19/10/2011;13;n/d;n/d;24;n/d;n/d
19/10/2011;14;n/d;32;30;n/d;n/d
19/10/2011;15;n/d;25;31;n/d;n/d
19/10/2011;16;n/d;22;43;n/d;n/d
19/10/2011;17;n/d;15;42;n/d;n/d
19/10/2011;18;n/d;11;46;n/d;n/d
19/10/2011;19;n/d;15;75;n/d;n/d
19/10/2011;20;n/d;21;68;n/d;n/d
19/10/2011;21;n/d;23;72;n/d;n/d
19/10/2011;22;n/d;23;65;n/d;n/d
19/10/2011;23;n/d;22;55;n/d;n/d
19/10/2011;24;n/d;21;32;n/d;n/d
20/10/2011;1;n/d;20;23;n/d;n/d
20/10/2011;2;n/d;18;25;n/d;n/d
20/10/2011;3;n/d;16;24;n/d;n/d
20/10/2011;4;n/d;15;25;n/d;n/d
20/10/2011;5;n/d;16;47;n/d;n/d
20/10/2011;6;n/d;18;60;n/d;n/d
20/10/2011;7;n/d;24;62;n/d;n/d
20/10/2011;8;n/d;29;60;n/d;n/d
20/10/2011;9;n/d;32;53;n/d;n/d
20/10/2011;10;n/d;32;47;n/d;n/d
20/10/2011;11;n/d;28;34;n/d;n/d
20/10/2011;12;n/d;27;22;n/d;n/d
20/10/2011;13;n/d;22;20;n/d;n/d
20/10/2011;14;n/d;19;23;n/d;n/d
20/10/2011;15;n/d;20;26;n/d;n/d
20/10/2011;16;n/d;22;34;n/d;n/d
20/10/2011;17;n/d;19;39;n/d;n/d
20/10/2011;18;n/d;20;44;n/d;n/d
20/10/2011;19;n/d;18;65;n/d;n/d
20/10/2011;20;n/d;18;57;n/d;n/d
20/10/2011;21;n/d;16;64;n/d;n/d
20/10/2011;22;n/d;20;69;n/d;n/d
20/10/2011;23;n/d;23;80;n/d;n/d
20/10/2011;24;n/d;32;82;n/d;n/d
21/10/2011;1;n/d;31;77;n/d;n/d
21/10/2011;2;n/d;33;73;n/d;n/d
21/10/2011;3;n/d;56;76;n/d;n/d
21/10/2011;4;n/d;55;70;n/d;n/d
21/10/2011;5;n/d;56;80;n/d;n/d
21/10/2011;6;n/d;66;92;n/d;n/d
21/10/2011;7;n/d;78;101;n/d;n/d
21/10/2011;8;n/d;81;111;n/d;n/d
21/10/2011;9;n/d;86;n/d;n/d;n/d
21/10/2011;10;n/d;81;93;n/d;n/d
21/10/2011;11;n/d;61;82;n/d;n/d
21/10/2011;12;n/d;48;61;n/d;n/d
21/10/2011;13;n/d;35;35;n/d;n/d
21/10/2011;14;n/d;29;34;n/d;n/d
21/10/2011;15;n/d;27;34;n/d;n/d
21/10/2011;16;n/d;23;34;n/d;n/d
21/10/2011;17;n/d;25;48;n/d;n/d
21/10/2011;18;n/d;29;59;n/d;n/d
21/10/2011;19;n/d;29;62;n/d;n/d
21/10/2011;20;n/d;31;63;n/d;n/d
21/10/2011;21;n/d;36;59;n/d;n/d
21/10/2011;22;n/d;38;54;n/d;n/d
21/10/2011;23;n/d;33;47;n/d;n/d
21/10/2011;24;n/d;31;47;n/d;n/d
22/10/2011;1;n/d;29;44;n/d;n/d
22/10/2011;2;n/d;29;38;n/d;n/d
22/10/2011;3;n/d;31;33;n/d;n/d
22/10/2011;4;n/d;33;25;n/d;n/d
22/10/2011;5;n/d;32;28;n/d;n/d
22/10/2011;6;n/d;36;30;n/d;n/d
22/10/2011;7;n/d;39;32;n/d;n/d
22/10/2011;8;n/d;43;30;n/d;n/d
22/10/2011;9;n/d;48;28;n/d;n/d
22/10/2011;10;n/d;43;33;n/d;n/d
22/10/2011;11;n/d;38;35;n/d;n/d
22/10/2011;12;n/d;38;33;n/d;n/d
22/10/2011;13;n/d;37;31;n/d;n/d
22/10/2011;14;n/d;39;36;n/d;n/d
22/10/2011;15;n/d;41;37;n/d;n/d
22/10/2011;16;n/d;41;42;n/d;n/d
22/10/2011;17;n/d;36;43;n/d;n/d
22/10/2011;18;n/d;37;54;n/d;n/d
22/10/2011;19;n/d;39;55;n/d;n/d
22/10/2011;20;n/d;40;57;n/d;n/d
22/10/2011;21;n/d;40;57;n/d;n/d
22/10/2011;22;n/d;38;59;n/d;n/d
22/10/2011;23;n/d;39;58;n/d;n/d
22/10/2011;24;n/d;38;49;n/d;n/d
23/10/2011;1;n/d;33;44;n/d;n/d
23/10/2011;2;n/d;32;40;n/d;n/d
23/10/2011;3;n/d;29;39;n/d;n/d
23/10/2011;4;n/d;29;31;n/d;n/d
23/10/2011;5;n/d;29;35;n/d;n/d
23/10/2011;6;n/d;30;37;n/d;n/d
23/10/2011;7;n/d;29;34;n/d;n/d
23/10/2011;8;n/d;29;32;n/d;n/d
23/10/2011;9;n/d;28;29;n/d;n/d
23/10/2011;10;n/d;29;27;n/d;n/d
23/10/2011;11;n/d;30;31;n/d;n/d
23/10/2011;12;n/d;28;30;n/d;n/d
23/10/2011;13;n/d;27;29;n/d;n/d
23/10/2011;14;n/d;24;32;n/d;n/d
23/10/2011;15;n/d;23;32;n/d;n/d
23/10/2011;16;n/d;20;41;n/d;n/d
23/10/2011;17;n/d;24;54;n/d;n/d
23/10/2011;18;n/d;25;50;n/d;n/d
23/10/2011;19;n/d;21;47;n/d;n/d
23/10/2011;20;n/d;23;39;n/d;n/d
23/10/2011;21;n/d;24;35;n/d;n/d
23/10/2011;22;n/d;26;33;n/d;n/d
23/10/2011;23;n/d;27;30;n/d;n/d
23/10/2011;24;n/d;25;24;n/d;n/d
24/10/2011;1;n/d;21;24;n/d;n/d
24/10/2011;2;n/d;21;20;n/d;n/d
24/10/2011;3;n/d;21;17;n/d;n/d
24/10/2011;4;n/d;20;26;n/d;n/d
24/10/2011;5;n/d;21;43;n/d;n/d
24/10/2011;6;n/d;20;49;n/d;n/d
24/10/2011;7;n/d;26;59;n/d;n/d
24/10/2011;8;n/d;31;50;n/d;n/d
24/10/2011;9;n/d;34;47;n/d;n/d
24/10/2011;10;n/d;33;41;n/d;n/d
24/10/2011;11;n/d;29;35;n/d;n/d
24/10/2011;12;n/d;24;34;n/d;n/d
24/10/2011;13;n/d;24;29;n/d;n/d
24/10/2011;14;n/d;26;38;n/d;n/d
24/10/2011;15;n/d;27;45;n/d;n/d
24/10/2011;16;n/d;28;58;n/d;n/d
24/10/2011;17;n/d;28;57;n/d;n/d
24/10/2011;18;n/d;27;59;n/d;n/d
24/10/2011;19;n/d;27;59;n/d;n/d
24/10/2011;20;n/d;27;45;n/d;n/d
24/10/2011;21;n/d;34;43;n/d;n/d
24/10/2011;22;n/d;23;39;n/d;n/d
24/10/2011;23;n/d;13;24;n/d;n/d
24/10/2011;24;n/d;5;19;n/d;n/d
25/10/2011;1;n/d;7;16;n/d;n/d
25/10/2011;2;n/d;11;16;n/d;n/d
25/10/2011;3;n/d;10;19;n/d;n/d
25/10/2011;4;n/d;9;30;n/d;n/d
25/10/2011;5;n/d;9;50;n/d;n/d
25/10/2011;6;n/d;10;59;n/d;n/d
25/10/2011;7;n/d;14;66;n/d;n/d
25/10/2011;8;n/d;21;69;n/d;n/d
25/10/2011;9;n/d;n/d;n/d;n/d;n/d
25/10/2011;10;n/d;n/d;n/d;n/d;n/d
25/10/2011;11;n/d;n/d;n/d;n/d;n/d
25/10/2011;12;n/d;n/d;37;n/d;n/d
25/10/2011;13;n/d;n/d;n/d;n/d;n/d
25/10/2011;14;n/d;n/d;n/d;n/d;n/d
25/10/2011;15;n/d;n/d;59;n/d;n/d
25/10/2011;16;n/d;n/d;55;n/d;n/d
25/10/2011;17;n/d;n/d;65;n/d;n/d
25/10/2011;18;n/d;n/d;70;n/d;n/d
25/10/2011;19;n/d;n/d;75;n/d;n/d
25/10/2011;20;n/d;n/d;56;n/d;n/d
25/10/2011;21;n/d;n/d;30;n/d;n/d
25/10/2011;22;n/d;n/d;24;n/d;n/d
25/10/2011;23;n/d;n/d;21;n/d;n/d
25/10/2011;24;n/d;n/d;15;n/d;n/d
26/10/2011;1;n/d;10;15;n/d;n/d
26/10/2011;2;n/d;10;15;n/d;n/d
26/10/2011;3;n/d;8;14;n/d;n/d
26/10/2011;4;n/d;8;14;n/d;n/d
26/10/2011;5;n/d;8;27;n/d;n/d
26/10/2011;6;n/d;10;45;n/d;n/d
26/10/2011;7;n/d;13;51;n/d;n/d
26/10/2011;8;n/d;17;60;n/d;n/d
26/10/2011;9;n/d;18;54;n/d;n/d
26/10/2011;10;n/d;18;47;n/d;n/d
26/10/2011;11;n/d;18;40;n/d;n/d
26/10/2011;12;n/d;18;38;n/d;n/d
26/10/2011;13;n/d;16;37;n/d;n/d
26/10/2011;14;n/d;17;37;n/d;n/d
26/10/2011;15;n/d;19;44;n/d;n/d
26/10/2011;16;n/d;20;59;n/d;n/d
26/10/2011;17;n/d;21;81;n/d;n/d
26/10/2011;18;n/d;24;94;n/d;n/d
26/10/2011;19;n/d;27;79;n/d;n/d
26/10/2011;20;n/d;25;76;n/d;n/d
26/10/2011;21;n/d;22;58;n/d;n/d
26/10/2011;22;n/d;18;44;n/d;n/d
26/10/2011;23;n/d;16;29;n/d;n/d
26/10/2011;24;n/d;13;21;n/d;n/d
27/10/2011;1;n/d;11;19;n/d;n/d
27/10/2011;2;n/d;10;19;n/d;n/d
27/10/2011;3;n/d;9;19;n/d;n/d
27/10/2011;4;n/d;9;26;n/d;n/d
27/10/2011;5;n/d;11;41;n/d;n/d
27/10/2011;6;n/d;16;62;n/d;n/d
27/10/2011;7;n/d;24;73;n/d;n/d
27/10/2011;8;n/d;34;68;n/d;n/d
27/10/2011;9;n/d;37;66;n/d;n/d
27/10/2011;10;n/d;40;53;n/d;n/d
27/10/2011;11;n/d;43;58;n/d;n/d
27/10/2011;12;n/d;34;63;n/d;n/d
27/10/2011;13;n/d;35;66;n/d;n/d
27/10/2011;14;n/d;29;65;n/d;n/d
27/10/2011;15;n/d;29;87;n/d;n/d
27/10/2011;16;n/d;34;96;n/d;n/d
27/10/2011;17;n/d;38;96;n/d;n/d
27/10/2011;18;n/d;41;107;n/d;n/d
27/10/2011;19;n/d;47;102;n/d;n/d
27/10/2011;20;n/d;48;98;n/d;n/d
27/10/2011;21;n/d;45;87;n/d;n/d
27/10/2011;22;n/d;43;85;n/d;n/d
27/10/2011;23;n/d;37;66;n/d;n/d
27/10/2011;24;n/d;29;57;n/d;n/d
28/10/2011;1;n/d;25;60;n/d;n/d
28/10/2011;2;n/d;25;60;n/d;n/d
28/10/2011;3;n/d;24;53;n/d;n/d
28/10/2011;4;n/d;22;53;n/d;n/d
28/10/2011;5;n/d;23;61;n/d;n/d
28/10/2011;6;n/d;26;70;n/d;n/d
28/10/2011;7;n/d;31;76;n/d;n/d
28/10/2011;8;n/d;36;77;n/d;n/d
28/10/2011;9;n/d;37;82;n/d;n/d
28/10/2011;10;n/d;34;80;n/d;n/d
28/10/2011;11;n/d;32;74;n/d;n/d
28/10/2011;12;n/d;28;64;n/d;n/d
28/10/2011;13;n/d;28;63;n/d;n/d
28/10/2011;14;n/d;26;61;n/d;n/d
28/10/2011;15;n/d;23;66;n/d;n/d
28/10/2011;16;n/d;22;65;n/d;n/d
28/10/2011;17;n/d;21;82;n/d;n/d
28/10/2011;18;n/d;24;93;n/d;n/d
28/10/2011;19;n/d;27;84;n/d;n/d
28/10/2011;20;n/d;26;86;n/d;n/d
28/10/2011;21;n/d;29;88;n/d;n/d
28/10/2011;22;n/d;36;95;n/d;n/d
28/10/2011;23;n/d;40;82;n/d;n/d
28/10/2011;24;n/d;34;75;n/d;n/d
29/10/2011;1;n/d;33;68;n/d;n/d
29/10/2011;2;n/d;32;60;n/d;n/d
29/10/2011;3;n/d;29;49;n/d;n/d
29/10/2011;4;n/d;25;48;n/d;n/d
29/10/2011;5;n/d;23;46;n/d;n/d
29/10/2011;6;n/d;22;48;n/d;n/d
29/10/2011;7;n/d;23;54;n/d;n/d
29/10/2011;8;n/d;24;54;n/d;n/d
29/10/2011;9;n/d;29;64;n/d;n/d
29/10/2011;10;n/d;39;67;n/d;n/d
29/10/2011;11;n/d;45;69;n/d;n/d
29/10/2011;12;n/d;43;62;n/d;n/d
29/10/2011;13;n/d;33;53;n/d;n/d
29/10/2011;14;n/d;30;48;n/d;n/d
29/10/2011;15;n/d;27;47;n/d;n/d
29/10/2011;16;n/d;22;50;n/d;n/d
29/10/2011;17;n/d;24;60;n/d;n/d
29/10/2011;18;n/d;27;60;n/d;n/d
29/10/2011;19;n/d;24;60;n/d;n/d
29/10/2011;20;n/d;22;58;n/d;n/d
29/10/2011;21;n/d;21;50;n/d;n/d
29/10/2011;22;n/d;21;44;n/d;n/d
29/10/2011;23;n/d;22;42;n/d;n/d
29/10/2011;24;n/d;21;31;n/d;n/d
30/10/2011;1;n/d;19;23;n/d;n/d
30/10/2011;2;n/d;17;28;n/d;n/d
30/10/2011;3;n/d;17;31;n/d;n/d
30/10/2011;4;n/d;17;24;n/d;n/d
30/10/2011;5;n/d;19;27;n/d;n/d
30/10/2011;6;n/d;20;19;n/d;n/d
30/10/2011;7;n/d;19;22;n/d;n/d
30/10/2011;8;n/d;20;29;n/d;n/d
30/10/2011;9;n/d;20;27;n/d;n/d
30/10/2011;10;n/d;20;29;n/d;n/d
30/10/2011;11;n/d;24;27;n/d;n/d
30/10/2011;12;n/d;18;31;n/d;n/d
30/10/2011;13;n/d;14;35;n/d;n/d
30/10/2011;14;n/d;13;35;n/d;n/d
30/10/2011;15;n/d;14;43;n/d;n/d
30/10/2011;16;n/d;14;45;n/d;n/d
30/10/2011;17;n/d;14;55;n/d;n/d
30/10/2011;18;n/d;16;58;n/d;n/d
30/10/2011;19;n/d;17;60;n/d;n/d
30/10/2011;20;n/d;17;47;n/d;n/d
30/10/2011;21;n/d;17;49;n/d;n/d
30/10/2011;22;n/d;16;53;n/d;n/d
30/10/2011;23;n/d;14;50;n/d;n/d
30/10/2011;24;n/d;14;62;n/d;n/d
31/10/2011;1;n/d;18;68;n/d;n/d
31/10/2011;2;n/d;22;54;n/d;n/d
31/10/2011;3;n/d;18;44;n/d;n/d
31/10/2011;4;n/d;16;35;n/d;n/d
31/10/2011;5;n/d;17;35;n/d;n/d
31/10/2011;6;n/d;19;57;n/d;n/d
31/10/2011;7;n/d;23;71;n/d;n/d
31/10/2011;8;n/d;32;70;n/d;n/d
31/10/2011;9;n/d;40;72;n/d;n/d
31/10/2011;10;n/d;35;61;n/d;n/d
31/10/2011;11;n/d;35;59;n/d;n/d
31/10/2011;12;n/d;30;52;n/d;n/d
31/10/2011;13;n/d;23;52;n/d;n/d
31/10/2011;14;n/d;23;56;n/d;n/d
31/10/2011;15;n/d;24;45;n/d;n/d
31/10/2011;16;n/d;22;67;n/d;n/d
31/10/2011;17;n/d;20;71;n/d;n/d
31/10/2011;18;n/d;22;85;n/d;n/d
31/10/2011;19;n/d;25;75;n/d;n/d
31/10/2011;20;n/d;32;65;n/d;n/d
31/10/2011;21;n/d;31;47;n/d;n/d
31/10/2011;22;n/d;27;46;n/d;n/d
31/10/2011;23;n/d;27;45;n/d;n/d
31/10/2011;24;n/d;27;44;n/d;n/d
01/11/2011;1;n/d;n/d;41;n/d;n/d
01/11/2011;2;n/d;n/d;38;n/d;n/d
01/11/2011;3;n/d;n/d;34;n/d;n/d
01/11/2011;4;n/d;n/d;33;n/d;n/d
01/11/2011;5;n/d;n/d;33;n/d;n/d
01/11/2011;6;n/d;n/d;33;n/d;n/d
01/11/2011;7;n/d;n/d;39;n/d;n/d
01/11/2011;8;n/d;n/d;40;n/d;n/d
01/11/2011;9;n/d;n/d;42;n/d;n/d
01/11/2011;10;n/d;n/d;48;n/d;n/d
01/11/2011;11;n/d;n/d;50;n/d;n/d
01/11/2011;12;n/d;n/d;47;n/d;n/d
01/11/2011;13;n/d;n/d;49;n/d;n/d
01/11/2011;14;n/d;n/d;48;n/d;n/d
01/11/2011;15;n/d;n/d;54;n/d;n/d
01/11/2011;16;n/d;n/d;52;n/d;n/d
01/11/2011;17;n/d;n/d;57;n/d;n/d
01/11/2011;18;n/d;n/d;64;n/d;n/d
01/11/2011;19;n/d;n/d;68;n/d;n/d
01/11/2011;20;n/d;n/d;71;n/d;n/d
01/11/2011;21;n/d;n/d;74;n/d;n/d
01/11/2011;22;n/d;n/d;71;n/d;n/d
01/11/2011;23;n/d;n/d;59;n/d;n/d
01/11/2011;24;n/d;n/d;53;n/d;n/d
02/11/2011;1;n/d;n/d;47;n/d;n/d
02/11/2011;2;n/d;n/d;46;n/d;n/d
02/11/2011;3;n/d;n/d;40;n/d;n/d
02/11/2011;4;n/d;n/d;33;n/d;n/d
02/11/2011;5;n/d;n/d;22;n/d;n/d
02/11/2011;6;n/d;n/d;33;n/d;n/d
02/11/2011;7;n/d;n/d;43;n/d;n/d
02/11/2011;8;n/d;n/d;56;n/d;n/d
02/11/2011;9;n/d;n/d;48;n/d;n/d
02/11/2011;10;n/d;n/d;49;n/d;n/d
02/11/2011;11;n/d;n/d;40;n/d;n/d
02/11/2011;12;n/d;n/d;31;n/d;n/d
02/11/2011;13;n/d;n/d;31;n/d;n/d
02/11/2011;14;n/d;n/d;33;n/d;n/d
02/11/2011;15;n/d;17;46;n/d;n/d
02/11/2011;16;n/d;22;64;n/d;n/d
02/11/2011;17;n/d;25;74;n/d;n/d
02/11/2011;18;n/d;25;70;n/d;n/d
02/11/2011;19;n/d;22;68;n/d;n/d
02/11/2011;20;n/d;24;73;n/d;n/d
02/11/2011;21;n/d;25;72;n/d;n/d
02/11/2011;22;n/d;21;44;n/d;n/d
02/11/2011;23;n/d;15;40;n/d;n/d
02/11/2011;24;n/d;15;39;n/d;n/d
03/11/2011;1;n/d;14;34;n/d;n/d
03/11/2011;2;n/d;13;36;n/d;n/d
03/11/2011;3;n/d;12;39;n/d;n/d
03/11/2011;4;n/d;11;39;n/d;n/d
03/11/2011;5;n/d;11;49;n/d;n/d
03/11/2011;6;n/d;12;62;n/d;n/d
03/11/2011;7;n/d;14;70;n/d;n/d
03/11/2011;8;n/d;17;77;n/d;n/d
03/11/2011;9;n/d;18;74;n/d;n/d
03/11/2011;10;n/d;18;74;n/d;n/d
